journal_nlm_id	journal_abbrev	journal	delay_type	n_articles	median_delay	mean_delay	n_unique_dates	n_unique_years	n_unique_delays
8406611	Ann Dyslexia	Annals of dyslexia	Acceptance	130	219.5	252.077	108	11	108
8406611	Ann Dyslexia	Annals of dyslexia	Publication	113	53	60.115	97	9	63
8406612	Appl Microbiol Biotechnol	Applied microbiology and biotechnology	Acceptance	8030	64	72.8346	2568	15	284
8406612	Appl Microbiol Biotechnol	Applied microbiology and biotechnology	Publication	8049	27	36.279	2522	15	204
8406671	Gastroenterol Hepatol	Gastroenterologia y hepatologia	Acceptance	522	57	59.5939	344	8	153
8406671	Gastroenterol Hepatol	Gastroenterologia y hepatologia	Publication	478	75	91.2552	300	8	141
8406899	Vaccine	Vaccine	Acceptance	10793	107	127.23	2691	13	501
8406899	Vaccine	Vaccine	Publication	9459	15	18.7637	2274	12	145
8407192	Radiother Oncol	Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology	Acceptance	3001	148	174.679	1385	13	507
8407192	Radiother Oncol	Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology	Publication	2629	31	34.4469	1043	12	119
8407742	J Vasc Surg	Journal of vascular surgery	Acceptance	4998	76	91.1785	2305	12	374
8407742	J Vasc Surg	Journal of vascular surgery	Publication	3114	81	84.2656	794	10	178
8407789	Phys Lett B	Physics letters. [Part B]	Acceptance	6	92.5	103.5	6	3	6
8408032	Rev Mal Respir	Revue des maladies respiratoires	Acceptance	726	137	169.612	558	8	328
8408032	Rev Mal Respir	Revue des maladies respiratoires	Publication	662	137	155.393	386	7	254
8408966	Neuroophthalmology	Neuro-ophthalmology (Aeolus Press)	Acceptance	1	44	44	1	1	1
8408966	Neuroophthalmology	Neuro-ophthalmology (Aeolus Press)	Publication	1	172	172	1	1	1
8409413	Eur Biophys J	European biophysics journal : EBJ	Acceptance	1252	95	108.932	666	15	247
8409413	Eur Biophys J	European biophysics journal : EBJ	Publication	1253	28	37.9274	905	15	126
8409431	Health Policy	Health policy (Amsterdam, Netherlands)	Acceptance	1806	180	206.501	1129	14	412
8409431	Health Policy	Health policy (Amsterdam, Netherlands)	Publication	1667	31	33.3797	1051	12	98
8409436	Indian J Gastroenterol	Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology	Acceptance	387	180	206.607	252	8	255
8409436	Indian J Gastroenterol	Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology	Publication	391	40	67.9003	254	7	125
8409922	Tumour Biol	Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine	Acceptance	4754	55	60.7827	1068	13	219
8409922	Tumour Biol	Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine	Publication	4669	15	28.7085	1308	11	233
8409970	Clin Exp Metastasis	Clinical & experimental metastasis	Acceptance	798	132	143.095	621	11	270
8409970	Clin Exp Metastasis	Clinical & experimental metastasis	Publication	748	18	27.3396	546	10	100
8410047	J Rehabil Res Dev	Journal of rehabilitation research and development	Acceptance	1	175	175	1	1	1
8410622	J Health Econ	Journal of health economics	Acceptance	945	362	414.168	725	15	514
8410622	J Health Econ	Journal of health economics	Publication	854	16	32.8665	648	12	135
8410979	Virus Res	Virus research	Acceptance	2814	84	92.9808	1615	13	274
8410979	Virus Res	Virus research	Publication	2556	12	23.2923	1341	12	119
8411711	Eur J Anaesthesiol	European journal of anaesthesiology	Publication	129	57	70.0155	23	2	50
8411723	Genet Epidemiol	Genetic epidemiology	Acceptance	362	117	128.282	192	6	167
8411723	Genet Epidemiol	Genetic epidemiology	Publication	343	44	48.895	189	6	73
8411927	J Biotechnol	Journal of biotechnology	Acceptance	3471	118	126.949	1390	13	335
8411927	J Biotechnol	Journal of biotechnology	Publication	3062	11	19.2577	1355	12	110
8412174	J Emerg Med	The Journal of emergency medicine	Acceptance	3191	219	242.638	738	13	600
8412174	J Emerg Med	The Journal of emergency medicine	Publication	2703	107	135.535	765	9	343
8412264	Radiat Med	Radiation medicine	Acceptance	249	92	110.514	192	4	134
8412264	Radiat Med	Radiation medicine	Publication	200	149	151.48	21	4	83
8412849	Int J Food Microbiol	International journal of food microbiology	Acceptance	3831	147	168.926	1837	14	473
8412849	Int J Food Microbiol	International journal of food microbiology	Publication	3463	9	22.3497	1511	12	169
8413200	J Comp Physiol B	Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology	Acceptance	932	111	122.891	582	12	249
8413200	J Comp Physiol B	Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology	Publication	1153	26	34.7216	863	15	114
8500246	Aquat Toxicol	Aquatic toxicology (Amsterdam, Netherlands)	Acceptance	2590	92	105.473	1588	13	310
8500246	Aquat Toxicol	Aquatic toxicology (Amsterdam, Netherlands)	Publication	2364	9	13.9962	1256	12	96
8500749	Neurosci Res	Neuroscience research	Acceptance	1694	90.5	109.647	1247	13	304
8500749	Neurosci Res	Neuroscience research	Publication	1418	12	18.3688	892	12	78
8500858	Diabet Med	Diabetic medicine : a journal of the British Diabetic Association	Acceptance	443	161	164.526	164	4	203
8500858	Diabet Med	Diabetic medicine : a journal of the British Diabetic Association	Publication	537	32	36.7598	272	3	74
8500909	J Subst Abuse Treat	Journal of substance abuse treatment	Acceptance	1264	155	169.409	484	13	334
8500909	J Subst Abuse Treat	Journal of substance abuse treatment	Publication	1019	47	51.053	423	10	137
8501014	Child Adolesc Social Work J	Child & adolescent social work journal : C & A	Acceptance	1	207	207	1	1	1
8501014	Child Adolesc Social Work J	Child & adolescent social work journal : C & A	Publication	1	25	25	1	1	1
8501455	Mol Biol Evol	Molecular biology and evolution	Acceptance	4	141	140	4	1	4
8501455	Mol Biol Evol	Molecular biology and evolution	Publication	10	10	9.3	7	1	7
8501498	Public Health Nurs	Public health nursing (Boston, Mass.)	Acceptance	6	160.5	165.5	5	2	6
8501498	Public Health Nurs	Public health nursing (Boston, Mass.)	Publication	6	77	72	5	2	5
8501752	Arch Insect Biochem Physiol	Archives of insect biochemistry and physiology	Acceptance	16	80.5	113.125	15	3	13
8501752	Arch Insect Biochem Physiol	Archives of insect biochemistry and physiology	Publication	18	36.5	54.7778	12	4	12
8501808	Dig Surg	Digestive surgery	Acceptance	589	130	148.389	377	14	243
8501808	Dig Surg	Digestive surgery	Publication	569	93	106.348	299	13	181
8501884	J Perinatol	Journal of perinatology : official journal of the California Perinatal Association	Acceptance	558	104	107.722	296	7	203
8501884	J Perinatol	Journal of perinatology : official journal of the California Perinatal Association	Publication	415	44	49.4747	134	3	55
8502311	Alcohol	Alcohol (Fayetteville, N.Y.)	Acceptance	805	125	154.253	609	13	294
8502311	Alcohol	Alcohol (Fayetteville, N.Y.)	Publication	478	50.5	62.4456	286	10	142
8502536	J Appl Physiol (1985)	Journal of applied physiology (Bethesda, Md. : 1985)	Acceptance	266	110.5	135.955	157	2	158
8502536	J Appl Physiol (1985)	Journal of applied physiology (Bethesda, Md. : 1985)	Publication	266	4	5.57519	48	2	23
8502651	Folia Histochem Cytobiol	Folia histochemica et cytobiologica / Polish Academy of Sciences, Polish Histochemical and Cytochemical Society	Acceptance	109	120	136.459	94	4	89
8502651	Folia Histochem Cytobiol	Folia histochemica et cytobiologica / Polish Academy of Sciences, Polish Histochemical and Cytochemical Society	Publication	38	5	7.68421	26	2	15
8503123	J Obstet Gynecol Neonatal Nurs	Journal of obstetric, gynecologic, and neonatal nursing : JOGNN / NAACOG	Publication	15	111	117.2	7	2	8
8503227	Childs Nerv Syst	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	Acceptance	1639	37	60.2752	727	10	250
8503227	Childs Nerv Syst	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	Publication	1681	17	25.5872	876	11	117
8503885	J Basic Microbiol	Journal of basic microbiology	Acceptance	653	91	100.821	338	6	180
8503885	J Basic Microbiol	Journal of basic microbiology	Publication	602	101	102.223	152	6	183
8503886	J Hepatol	Journal of hepatology	Acceptance	3106	120	128.506	1782	13	353
8503886	J Hepatol	Journal of hepatology	Publication	2779	30	37.7154	1095	12	148
8504048	Bone	Bone	Acceptance	3655	118	129.534	2051	13	348
8504048	Bone	Bone	Publication	3175	10	19.5795	1499	12	129
8504356	Eur J Surg Oncol	European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology	Acceptance	2091	114	133.692	867	12	362
8504356	Eur J Surg Oncol	European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology	Publication	1963	33	36.1437	1069	12	117
8504412	J Pineal Res	Journal of pineal research	Acceptance	268	43.5	49.6418	132	4	94
8504412	J Pineal Res	Journal of pineal research	Publication	252	27	29.3532	165	4	40
8504882	Rev Gaucha Enferm	Revista gaucha de enfermagem / EENFUFRGS	Acceptance	60	271	270.55	30	2	55
8505191	Domest Anim Endocrinol	Domestic animal endocrinology	Acceptance	683	85	92.2401	547	13	198
8505191	Domest Anim Endocrinol	Domestic animal endocrinology	Publication	616	27	27.2013	448	12	64
8505245	Magn Reson Med	Magnetic resonance in medicine	Acceptance	2379	121	132.799	1143	6	314
8505245	Magn Reson Med	Magnetic resonance in medicine	Publication	2032	44	53.4469	519	6	158
8506292	Biotechnol Prog	Biotechnology progress	Acceptance	55	115	126.018	41	4	46
8506292	Biotechnol Prog	Biotechnology progress	Publication	15	35	37.6	13	2	13
8506498	Arthroscopy	Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association	Acceptance	2211	189	193.809	1115	11	466
8506498	Arthroscopy	Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association	Publication	1422	82	95.1723	575	10	186
8506513	Comput Methods Programs Biomed	Computer methods and programs in biomedicine	Acceptance	1664	204	242.629	1138	14	509
8506513	Comput Methods Programs Biomed	Computer methods and programs in biomedicine	Publication	1459	35	37.7642	992	11	111
8506639	Cell Biol Toxicol	Cell biology and toxicology	Acceptance	393	117	134.412	333	12	179
8506639	Cell Biol Toxicol	Cell biology and toxicology	Publication	354	27	42.4831	305	10	94
8506895	Diagn Cytopathol	Diagnostic cytopathology	Acceptance	901	111	138.186	223	6	306
8506895	Diagn Cytopathol	Diagnostic cytopathology	Publication	903	58	72.1683	220	6	177
8506960	Int J Adolesc Med Health	International journal of adolescent medicine and health	Acceptance	339	58	62.8496	147	6	98
8507085	Trends Genet	Trends in genetics : TIG	Acceptance	857	74	95.4411	640	11	236
8507085	Trends Genet	Trends in genetics : TIG	Publication	783	29	31.2669	551	11	72
8507436	Exp Appl Acarol	Experimental & applied acarology	Acceptance	1019	125	153.157	619	11	323
8507436	Exp Appl Acarol	Experimental & applied acarology	Publication	957	19	22.8683	594	10	79
8508040	Dent Mater	Dental materials : official publication of the Academy of Dental Materials	Acceptance	2055	190	208.403	871	14	488
8508040	Dent Mater	Dental materials : official publication of the Academy of Dental Materials	Publication	1812	37	49.8571	1081	12	162
8508062	Eur J Epidemiol	European journal of epidemiology	Acceptance	904	145	168.178	562	11	332
8508062	Eur J Epidemiol	European journal of epidemiology	Publication	943	18	26.7391	618	10	101
8508119	J Environ Radioact	Journal of environmental radioactivity	Acceptance	2108	155	188.744	1303	13	468
8508119	J Environ Radioact	Journal of environmental radioactivity	Publication	1890	35	47.7974	1136	12	159
8508122	J Rural Health	The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association	Publication	9	54	58.6667	5	1	9
8508176	Otolaryngol Head Neck Surg	Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery	Acceptance	2061	96	121.88	887	9	361
8508176	Otolaryngol Head Neck Surg	Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery	Publication	437	41	55.4989	159	4	101
8508183	Pediatr Neurol	Pediatric neurology	Acceptance	2253	98	110.754	995	13	293
8508183	Pediatr Neurol	Pediatric neurology	Publication	626	9	27.0863	275	4	113
8508335	Diabetes Res Clin Pract	Diabetes research and clinical practice	Acceptance	2846	119	135.142	1153	13	404
8508335	Diabetes Res Clin Pract	Diabetes research and clinical practice	Publication	2708	31	37.8419	1315	12	154
8508350	Environ Monit Assess	Environmental monitoring and assessment	Acceptance	5999	180	195.891	781	15	498
8508350	Environ Monit Assess	Environmental monitoring and assessment	Publication	5783	25	47.6313	1777	11	306
8510094	Lett Appl Microbiol	Letters in applied microbiology	Acceptance	532	93.5	104.071	378	4	176
8510094	Lett Appl Microbiol	Letters in applied microbiology	Publication	498	34	38.6044	272	4	64
8510280	Can J Cardiol	The Canadian journal of cardiology	Acceptance	1159	54	72.0889	801	8	217
8510280	Can J Cardiol	The Canadian journal of cardiology	Publication	967	23	50.0041	490	5	161
8510590	Pediatr Pulmonol	Pediatric pulmonology	Acceptance	954	132	141.556	562	6	281
8510590	Pediatr Pulmonol	Pediatric pulmonology	Publication	882	66	75.0385	295	6	164
8510851	Bioessays	BioEssays : news and reviews in molecular, cellular and developmental biology	Acceptance	29	74	80.2069	24	6	27
8510851	Bioessays	BioEssays : news and reviews in molecular, cellular and developmental biology	Publication	30	34.5	37.4	25	5	23
8510930	Midwifery	Midwifery	Acceptance	1147	160	181.443	637	13	344
8510930	Midwifery	Midwifery	Publication	1067	55	82.2277	654	11	255
8511187	Echocardiography	Echocardiography (Mount Kisco, N.Y.)	Acceptance	3	13	34.6667	3	2	3
8511187	Echocardiography	Echocardiography (Mount Kisco, N.Y.)	Publication	3	56	63.6667	3	2	3
8511258	Heart Vessels	Heart and vessels	Acceptance	1251	143	160.46	525	13	307
8511258	Heart Vessels	Heart and vessels	Publication	1063	33	110.196	467	10	218
8511379	Nurse Educ Today	Nurse education today	Acceptance	1843	171	191.368	920	12	426
8511379	Nurse Educ Today	Nurse education today	Publication	1733	29	34.0577	1022	12	113
8511777	Eur J Popul	European journal of population = Revue europeenne de demographie	Acceptance	27	255	300.037	27	10	27
8511777	Eur J Popul	European journal of population = Revue europeenne de demographie	Publication	27	58	93.5926	26	9	24
8601127	Food Microbiol	Food microbiology	Acceptance	1558	131	154.506	882	12	343
8601127	Food Microbiol	Food microbiology	Publication	1539	10	16.7057	930	11	97
8603310	Glycoconj J	Glycoconjugate journal	Acceptance	595	70	89.1008	471	12	187
8603310	Glycoconj J	Glycoconjugate journal	Publication	547	25	32.4644	447	10	86
8603359	Lang Cogn Process	Language and cognitive processes	Acceptance	1	201	201	1	1	1
8603359	Lang Cogn Process	Language and cognitive processes	Publication	1	37	37	1	1	1
8603469	Strahlenther Onkol	Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]	Acceptance	1073	126	133.541	393	14	292
8603469	Strahlenther Onkol	Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]	Publication	791	77	82.5702	345	8	166
8603506	Zoomorphology	Zoomorphology	Acceptance	14	165.5	164.857	14	6	14
8603506	Zoomorphology	Zoomorphology	Publication	14	20	23.8571	14	6	13
8604127	Dis Markers	Disease markers	Acceptance	479	83	90.8539	327	3	161
8604127	Dis Markers	Disease markers	Publication	480	25.5	34.4792	286	3	91
8604171	J Cataract Refract Surg	Journal of cataract and refractive surgery	Acceptance	3009	89	105.357	1716	12	339
8604171	J Cataract Refract Surg	Journal of cataract and refractive surgery	Publication	651	119	132.588	292	6	209
8605666	Yan Ke Xue Bao	"Yan ke xue bao = Eye science / ""Yan ke xue bao"" bian ji bu"	Acceptance	31	42	47.3548	27	1	26
8605704	Anim Genet	Animal genetics	Publication	441	59	69.1814	229	5	105
8605732	Cancer Immunol Immunother	Cancer immunology, immunotherapy : CII	Acceptance	2038	91	113.475	1437	15	324
8605732	Cancer Immunol Immunother	Cancer immunology, immunotherapy : CII	Publication	2040	25	42.4328	1211	15	181
8605782	Ethology	Ethology : formerly Zeitschrift fur Tierpsychologie	Acceptance	3	58	74	3	2	3
8605782	Ethology	Ethology : formerly Zeitschrift fur Tierpsychologie	Publication	3	35	103.667	3	2	3
8605825	Int J Health Plann Manage	The International journal of health planning and management	Acceptance	166	212.5	248.157	112	5	141
8605825	Int J Health Plann Manage	The International journal of health planning and management	Publication	125	46	58.248	96	5	70
8605826	Int J Oral Maxillofac Surg	International journal of oral and maxillofacial surgery	Acceptance	2263	257	289.5	973	12	591
8605826	Int J Oral Maxillofac Surg	International journal of oral and maxillofacial surgery	Publication	2118	41	53.1242	1138	11	165
8605834	J Gen Intern Med	Journal of general internal medicine	Acceptance	1783	176	191.547	1037	10	387
8605834	J Gen Intern Med	Journal of general internal medicine	Publication	1783	32	36.6394	988	9	102
8605836	J Pain Symptom Manage	Journal of pain and symptom management	Acceptance	1610	127	142.133	581	10	335
8605836	J Pain Symptom Manage	Journal of pain and symptom management	Publication	1319	143	139.432	484	9	295
8606191	Microb Pathog	Microbial pathogenesis	Acceptance	1055	103	126.612	614	13	292
8606191	Microb Pathog	Microbial pathogenesis	Publication	932	11	19.6631	630	12	93
8606502	J Appl Gerontol	Journal of applied gerontology : the official journal of the Southern Gerontological Society	Acceptance	37	180	192.919	26	2	36
8606502	J Appl Gerontol	Journal of applied gerontology : the official journal of the Southern Gerontological Society	Publication	38	59.5	62.8684	26	2	23
8606714	J Child Neurol	Journal of child neurology	Acceptance	273	93	110.399	145	3	158
8606714	J Child Neurol	Journal of child neurology	Publication	286	51	59.7133	137	3	74
8607378	Laryngoscope	The Laryngoscope	Acceptance	2045	80	95.1614	789	6	282
8607378	Laryngoscope	The Laryngoscope	Publication	2498	66	93.6677	463	6	312
8607458	Biol Philos	Biology & philosophy	Acceptance	24	202.5	193.708	24	9	24
8607458	Biol Philos	Biology & philosophy	Publication	24	21.5	31.5	24	9	17
8607529	J Pediatr Nurs	Journal of pediatric nursing	Acceptance	666	165	187.206	447	10	322
8607529	J Pediatr Nurs	Journal of pediatric nursing	Publication	552	41	64.4493	338	8	153
8607637	Yeast	Yeast (Chichester, England)	Acceptance	274	94.5	120.945	208	6	162
8607637	Yeast	Yeast (Chichester, England)	Publication	262	39	40.1412	199	6	55
8607793	Can J Vet Res	Canadian journal of veterinary research = Revue canadienne de recherche veterinaire	Acceptance	307	126	139.801	235	8	176
8607899	Int J Colorectal Dis	International journal of colorectal disease	Acceptance	5	191	190	5	2	5
8607899	Int J Colorectal Dis	International journal of colorectal disease	Publication	2232	22	34.2782	1283	15	151
8607908	J Control Release	Journal of controlled release : official journal of the Controlled Release Society	Acceptance	4257	93	102.837	2172	13	322
8607908	J Control Release	Journal of controlled release : official journal of the Controlled Release Society	Publication	3668	8	12.9501	1667	12	96
8607909	J Gastroenterol Hepatol	Journal of gastroenterology and hepatology	Acceptance	201	97	115.303	106	1	128
8608029	Surg Radiol Anat	Surgical and radiologic anatomy : SRA	Acceptance	1655	149	167.994	1016	15	384
8608029	Surg Radiol Anat	Surgical and radiologic anatomy : SRA	Publication	1658	18	47.6912	1067	14	228
8608459	Health Educ Res	Health education research	Acceptance	38	273	272.842	11	2	37
8608459	Health Educ Res	Health education research	Publication	38	29.5	29.4211	25	2	17
8608482	J Psychopathol Behav Assess	Journal of psychopathology and behavioral assessment	Acceptance	1	252	252	1	1	1
8608482	J Psychopathol Behav Assess	Journal of psychopathology and behavioral assessment	Publication	1	13	13	1	1	1
8608576	Rev Clin Esp	Revista clinica espanola	Acceptance	431	62	72.4548	331	7	166
8608576	Rev Clin Esp	Revista clinica espanola	Publication	366	62	90.6858	257	6	138
8608669	AAOHN J	AAOHN journal : official journal of the American Association of Occupational Health Nurses	Acceptance	49	104	125.245	37	2	44
8608669	AAOHN J	AAOHN journal : official journal of the American Association of Occupational Health Nurses	Publication	23	72	70.4783	12	2	19
8609169	Pediatr Surg Int	Pediatric surgery international	Acceptance	31	150	146.71	27	5	25
8609169	Pediatr Surg Int	Pediatric surgery international	Publication	2237	25	98.7081	1297	14	432
8609465	Biotechnol Appl Biochem	Biotechnology and applied biochemistry	Acceptance	555	99	112.427	367	9	199
8609465	Biotechnol Appl Biochem	Biotechnology and applied biochemistry	Publication	292	103	115.466	196	5	148
8610224	Am J Orthod Dentofacial Orthop	American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics	Acceptance	2340	120	142.696	527	12	308
8610224	Am J Orthod Dentofacial Orthop	American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics	Publication	16	119	142.062	1	1	5
8610241	Biomed Chromatogr	Biomedical chromatography : BMC	Acceptance	1176	71	85.9923	720	6	237
8610241	Biomed Chromatogr	Biomedical chromatography : BMC	Publication	1058	46	51.1106	438	6	102
8610330	Indian J Virol	Indian journal of virology : an official organ of Indian Virological Society	Acceptance	155	146	165.29	78	5	116
8610330	Indian J Virol	Indian journal of virology : an official organ of Indian Virological Society	Publication	155	32	49.4	93	4	69
8610343	J Cancer Educ	Journal of cancer education : the official journal of the American Association for Cancer Education	Acceptance	29	92	104.069	12	2	22
8610343	J Cancer Educ	Journal of cancer education : the official journal of the American Association for Cancer Education	Publication	34	41	44.8529	20	1	22
8610344	J Intensive Care Med	Journal of intensive care medicine	Acceptance	66	91.5	106.03	63	5	58
8610344	J Intensive Care Med	Journal of intensive care medicine	Publication	68	94.5	107.279	56	5	54
8610370	Metab Brain Dis	Metabolic brain disease	Acceptance	731	82	92.8728	466	11	194
8610370	Metab Brain Dis	Metabolic brain disease	Publication	724	19	43.6464	535	10	154
8610391	Orig Life Evol Biosph	Origins of life and evolution of the biosphere : the journal of the International Society for the Study of the Origin of Life	Acceptance	405	78	118.842	341	12	200
8610391	Orig Life Evol Biosph	Origins of life and evolution of the biosphere : the journal of the International Society for the Study of the Origin of Life	Publication	383	61	82.1462	262	10	160
8610614	Health Policy Plan	Health policy and planning	Publication	93	45	46.6344	64	2	39
8610640	J Bone Miner Res	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	Acceptance	1397	126	134.926	686	9	295
8610640	J Bone Miner Res	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	Publication	603	19	33.7081	158	8	112
8610642	J Crit Care	Journal of critical care	Acceptance	1522	114	132.355	823	12	321
8610642	J Crit Care	Journal of critical care	Publication	1292	50	50.9636	383	9	161
8610688	Mov Disord	Movement disorders : official journal of the Movement Disorder Society	Acceptance	1440	119	134.194	613	7	345
8610688	Mov Disord	Movement disorders : official journal of the Movement Disorder Society	Publication	1304	54	65.0713	450	6	173
8610856	Dysphagia	Dysphagia	Acceptance	525	170	191.219	311	12	276
8610856	Dysphagia	Dysphagia	Publication	516	32	57.6919	379	10	149
8611515	Lasers Med Sci	Lasers in medical science	Acceptance	1465	142	164.91	786	16	395
8611515	Lasers Med Sci	Lasers in medical science	Publication	1430	24	34.5566	953	13	133
8611864	Adv Ther	Advances in therapy	Acceptance	5	63	58.8	5	1	5
8611864	Adv Ther	Advances in therapy	Publication	5	4	4.2	4	1	5
8611877	Clin Biomech (Bristol, Avon)	Clinical biomechanics (Bristol, Avon)	Acceptance	2387	165	199.299	1479	24	498
8611877	Clin Biomech (Bristol, Avon)	Clinical biomechanics (Bristol, Avon)	Publication	1570	32	35.6452	1025	12	113
8700181	Proteins	Proteins	Acceptance	1263	94	102.906	545	6	227
8700181	Proteins	Proteins	Publication	1207	50	56.0282	310	6	132
8700872	Biol Sport	Biology of sport	Acceptance	48	130.5	162.479	41	2	46
8700872	Biol Sport	Biology of sport	Publication	147	112	116.381	27	4	95
8700891	Eur J Plast Surg	European journal of plastic surgery	Acceptance	42	102.5	111.69	41	8	38
8700891	Eur J Plast Surg	European journal of plastic surgery	Publication	42	29	33.2381	42	8	27
8700907	J Clin Biochem Nutr	Journal of clinical biochemistry and nutrition	Acceptance	618	37.5	53.9709	448	10	153
8700907	J Clin Biochem Nutr	Journal of clinical biochemistry and nutrition	Publication	504	120	134.861	194	8	196
8700909	J Cross Cult Gerontol	Journal of cross-cultural gerontology	Acceptance	35	393	411.429	29	4	34
8700909	J Cross Cult Gerontol	Journal of cross-cultural gerontology	Publication	35	33	33.3714	34	4	25
8701199	Hum Reprod	Human reproduction (Oxford, England)	Acceptance	229	106	127.306	124	2	148
8701199	Hum Reprod	Human reproduction (Oxford, England)	Publication	229	27	30.5153	85	1	44
8701687	Ann Readapt Med Phys	Annales de readaptation et de medecine physique : revue scientifique de la Societe francaise de reeducation fonctionnelle de readaptation et de medecine physique	Acceptance	270	89	87.4852	209	6	132
8701687	Ann Readapt Med Phys	Annales de readaptation et de medecine physique : revue scientifique de la Societe francaise de reeducation fonctionnelle de readaptation et de medecine physique	Publication	251	28	34.2948	158	5	73
8701709	Can J Anaesth	Canadian journal of anaesthesia = Journal canadien d'anesthesie	Acceptance	820	119.5	132.628	474	8	280
8701709	Can J Anaesth	Canadian journal of anaesthesia = Journal canadien d'anesthesie	Publication	821	18	24.5639	519	8	80
8701744	Development	Development (Cambridge, England)	Acceptance	200	146	161.13	122	1	139
8701744	Development	Development (Cambridge, England)	Publication	200	15	19.18	41	1	39
8701770	Food Hydrocoll	Food hydrocolloids	Acceptance	5	153	127.8	5	3	5
8702287	Zoolog Sci	Zoological science	Acceptance	321	93	114.065	257	8	181
8702459	Bone Marrow Transplant	Bone marrow transplantation	Acceptance	1148	117	127.386	669	7	273
8702459	Bone Marrow Transplant	Bone marrow transplantation	Publication	540	53.5	59.6167	133	4	91
8702539	Hum Psychopharmacol	Human psychopharmacology	Acceptance	298	152.5	167.436	218	6	175
8702539	Hum Psychopharmacol	Human psychopharmacology	Publication	213	45	48.4977	147	6	60
8703089	Epilepsy Res	Epilepsy research	Acceptance	1977	121	138.685	925	13	357
8703089	Epilepsy Res	Epilepsy research	Publication	1757	31	36.2982	987	12	140
8703442	Clin Exp Optom	Clinical & experimental optometry	Acceptance	398	125	146.967	315	8	207
8703442	Clin Exp Optom	Clinical & experimental optometry	Publication	199	108	112.362	148	4	115
8703515	J Arthroplasty	The Journal of arthroplasty	Acceptance	3627	147	186.846	1400	13	579
8703515	J Arthroplasty	The Journal of arthroplasty	Publication	2856	54	72.0816	757	10	307
8703518	J Korean Med Sci	Journal of Korean medical science	Acceptance	2055	109	122.708	817	9	309
8703518	J Korean Med Sci	Journal of Korean medical science	Publication	2057	83	130.621	114	8	372
8703571	Parasitol Res	Parasitology research	Acceptance	5352	50	69.0379	1899	15	367
8703571	Parasitol Res	Parasitology research	Publication	5381	23	33.9101	2113	14	190
8703602	Rev Environ Contam Toxicol	Reviews of environmental contamination and toxicology	Acceptance	4	6	7.5	4	1	3
8703737	Epidemiol Infect	Epidemiology and infection	Publication	169	73	78.5621	43	2	66
8703941	Ann Vasc Surg	Annals of vascular surgery	Acceptance	2531	124	144.257	1099	11	410
8703941	Ann Vasc Surg	Annals of vascular surgery	Publication	2024	91	112.507	510	10	320
8703985	Eur J Haematol	European journal of haematology	Publication	485	41	51.4907	237	4	102
8703986	Eye (Lond)	Eye (London, England)	Acceptance	574	147.5	159.237	336	6	276
8703986	Eye (Lond)	Eye (London, England)	Publication	510	50	57.5824	124	3	99
8704308	J Clin Pharm Ther	Journal of clinical pharmacy and therapeutics	Acceptance	311	98	131.283	199	4	197
8704308	J Clin Pharm Ther	Journal of clinical pharmacy and therapeutics	Publication	278	32	38.1655	177	4	61
8704309	J Craniomaxillofac Surg	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	Acceptance	1695	187	226.678	701	13	491
8704309	J Craniomaxillofac Surg	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	Publication	1583	36	47.6696	807	11	198
8704565	J Am Acad Child Adolesc Psychiatry	Journal of the American Academy of Child and Adolescent Psychiatry	Acceptance	611	154	154.419	420	7	245
