JrId	JournalTitle	NlmId	MedAbbr	IsoAbbr	ISSN (Print)	ISSN (Online)
32159	Archaea (Vancouver, B.C.)	101142614	Archaea	Archaea	1472-3646	1472-3654
27086	NHPF issue brief	101142615	NHPF Issue Brief	NHPF Issue Brief		
32186	New Zealand bioethics journal	101142623	N Z Bioeth J	N Z Bioeth J	1175-3455	
29987	Cytogenetic and genome research	101142708	Cytogenet Genome Res	Cytogenet Genome Res	1424-8581	1424-859X
30032	Pathophysiology of haemostasis and thrombosis	101142710	Pathophysiol Haemost Thromb	Pathophysiol Haemost Thromb	1424-8832	1424-8840
39341	Nutrition & dietetics: the journal of the Dietitians Association of Australia	101143078	Nutr Diet	Nutr Diet	1446-6368	1747-0080
31836	Cognitive behaviour therapy	101143317	Cogn Behav Ther	Cogn Behav Ther	1650-6073	1651-2316
29649	Ecological research	101143839	Ecol Res	Ecol Res	0912-3814	
39288	OTJR : occupation, participation and health	101144015	OTJR (Thorofare N J)	OTJR (Thorofare N J)	1539-4492	1938-2383
33675	School of Medicine. University of Southern California. School of Medicine	101144289	Univ South Calif Bull Sch Med	Univ South Calif Bull Sch Med		
29732	Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society	101144297	Scand J Surg	Scand J Surg	1457-4969	1799-7267
30100	The journal of the Royal College of Physicians of Edinburgh	101144324	J R Coll Physicians Edinb	J R Coll Physicians Edinb	1478-2715	2042-8189
29662	The journal of pastoral care & counseling : JPCC	101144384	J Pastoral Care Counsel	J Pastoral Care Counsel	1542-3050	2167-776X
31684	Traffic injury prevention	101144385	Traffic Inj Prev	Traffic Inj Prev	1538-9588	1538-957X
29752	Orthodontics & craniofacial research	101144387	Orthod Craniofac Res	Orthod Craniofac Res	1601-6335	1601-6343
45230	Acta medica transilvanica	101144735	Acta Medica Transilvanica	Acta Medica Transilvanica	1453-1968	2285-7079
29663	Eksperimental'naia i klinicheskaia gastroenterologiia = Experimental & clinical gastroenterology	101144944	Eksp Klin Gastroenterol	Eksp Klin Gastroenterol	1682-8658	
35997	Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control	101144973	Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi	Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi	1005-6661	
50473	Journal of pharmacy practice and research : official journal of the Society of Hospital Pharmacists of Australia	101145354	J Pharm Pract Res	J Pharm Pract Res	1445-937X	2055-2335
29860	TEC bulletin	101145436	TEC Bull (Online)	TEC Bull (Online)		1543-1622
38498	International journal of human genetics	101145872	Int J Hum Genet	Int J Hum Genet	0972-3757	
41393	Breast cancer online : BCO	101146038	Breast Cancer Online	Breast Cancer Online		1470-9031
30246	Science of aging knowledge environment : SAGE KE	101146039	Sci Aging Knowledge Environ	Sci Aging Knowledge Environ		1539-6150
33143	Iranian journal of allergy, asthma, and immunology	101146178	Iran J Allergy Asthma Immunol	Iran J Allergy Asthma Immunol	1735-1502	1735-5249
34779	International journal of men's health	101146480	Int J Mens Health	Int J Mens Health	1532-6306	
37379	African journal of AIDS research : AJAR	101146510	Afr J AIDS Res	Afr J AIDS Res	1608-5906	1727-9445
29733	Agricultural and forest entomology	101146672	Agric For Entomol	Agric For Entomol	1461-9555	
41048	European journal of sport science	101146739	Eur J Sport Sci	Eur J Sport Sci	1746-1391	1536-7290
29743	AIHA journal : a journal for the science of occupational and environmental health and safety	101146781	AIHA J (Fairfax, Va)	AIHA J (Fairfax, Va)	1542-8117	1542-8125
30033	Research and theory for nursing practice	101146940	Res Theory Nurs Pract	Res Theory Nurs Pract	1541-6577	
37017	Journal of conservative dentistry : JCD	101147009	J Conserv Dent	J Conserv Dent	0972-0707	0974-5203
40657	Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH	101147064	Acta Inform Med	Acta Inform Med	0353-8109	1986-5988
38662	Les cahiers du Bazadais	101147131	Cah Bazadais	Cah Bazadais		
30247	Journal of vision	101147197	J Vis	J Vis		1534-7362
29747	Field crops research	101147219	Field Crops Res	Field Crops Res	0378-4290	1872-6852
29753	International journal of orthodontics (Milwaukee, Wis.)	101147228	Int J Orthod Milwaukee	Int J Orthod Milwaukee	1539-1450	
29823	Annals of general hospital psychiatry	101147431	Ann Gen Hosp Psychiatry	Ann Gen Hosp Psychiatry		1475-2832
29824	Biomedical engineering online	101147518	Biomed Eng Online	Biomed Eng Online		1475-925X
29790	Journal of biology	101147570	J Biol	J Biol	1478-5854	1475-4924
29825	Cardiovascular diabetology	101147637	Cardiovasc Diabetol	Cardiovasc Diabetol		1475-2840
29826	Cell & chromosome	101147638	Cell Chromosome	Cell Chromosome		1475-9268
29828	Comparative hepatology	101147643	Comp Hepatol	Comp Hepatol		1476-5926
29827	Environmental health : a global access science source	101147645	Environ Health	Environ Health		1476-069X
29830	Filaria journal	101147686	Filaria J	Filaria J		1475-2883
29831	International journal for equity in health	101147692	Int J Equity Health	Int J Equity Health		1475-9276
29833	Kinetoplastid biology and disease	101147694	Kinetoplastid Biol Dis	Kinetoplastid Biol Dis		1475-9292
29834	Lipids in health and disease	101147696	Lipids Health Dis	Lipids Health Dis		1476-511X
29835	Molecular cancer	101147698	Mol Cancer	Mol Cancer		1476-4598
31927	International journal of astrobiology	101148081	Int J Astrobiol	Int J Astrobiol	1473-5504	1475-3006
37380	Journal of consumer health on the Internet	101148145	J Consum Health Internet	J Consum Health Internet	1539-8285	
44276	Psychodynamic practice	101148399	Psychodyn Pract	Psychodyn Pract	1475-3634	1475-3626
41448	Canadian journal of diabetes	101148810	Can J Diabetes	Can J Diabetes	1499-2671	2352-3840
36556	Addictive disorders & their treatment	101148822	Addict Disord Their Treat	Addict Disord Their Treat	1531-5754	1535-1122
38291	The American journal for nurse practitioners	101148830	Am J Nurse Pract	Am J Nurse Pract	1522-1431	2155-8701
29995	Journal of food process engineering	101148874	J Food Process Eng	J Food Process Eng	0145-8876	1745-4530
29996	International journal of pattern recognition and artificial intelligence	101148923	Intern J Pattern Recognit Artif Intell	Intern J Pattern Recognit Artif Intell	0218-0014	
29997	IEEE transactions on plasma science. IEEE Nuclear and Plasma Sciences Society	101148924	IEEE Trans Plasma Sci IEEE Nucl Plasma Sci Soc	IEEE Trans Plasma Sci IEEE Nucl Plasma Sci Soc	0093-3813	1939-9375
29998	Human performance in extreme environments : the journal of the Society for Human Performance in Extreme Environments	101148925	Hum Perf Extrem Environ	Hum Perf Extrem Environ	1529-5168	
29999	Plant biology (Stuttgart, Germany)	101148926	Plant Biol (Stuttg)	Plant Biol (Stuttg)	1435-8603	1438-8677
30002	Color research and application	101148934	Color Res Appl	Color Res Appl	0361-2317	
29846	Findings brief : health care financing & organization	101149237	Find Brief	Find Brief		1553-0302
32171	Behavioral sleep medicine	101149327	Behav Sleep Med	Behav Sleep Med	1540-2002	1540-2010
30369	African health sciences	101149451	Afr Health Sci	Afr Health Sci	1680-6905	1729-0503
29847	Medi-Cal Policy Institute issue brief	101149467	Medi-Cal Policy Inst Issue Brief	Medi-Cal Policy Inst Issue Brief		
30005	User modeling and user-adapted interaction	101149751	User Model User-adapt Interact	User Model User-adapt Interact	0924-1868	
30006	Transactions of the Japan Society for Aeronautical and Space Sciences	101149752	Trans Jpn Soc Aeronaut Space Sci	Trans Jpn Soc Aeronaut Space Sci	0549-3811	
30007	Sensors and actuators. B, Chemical	101149755	Sens Actuators B Chem	Sens Actuators B Chem	0925-4005	
30008	Plant genetic resources newsletter (Rome, Italy : 1979)	101149756	Plant Genet Resour Newsl	Plant Genet Resour Newsl	1020-3362	
30010	Materials & design	101149758	Mater Des	Mater Des	0264-1275	
30011	Journal of microelectromechanical systems : a joint IEEE and ASME publication on microstructures, microactuators, microsensors, and microsystems	101149765	J Microelectromech Syst	J Microelectromech Syst	1057-7157	
36704	Nigerian journal of natural products and medicine	101149981	Niger J Nat Prod Med	Niger J Nat Prod Med	1118-6267	
32516	Nigerian journal of clinical practice	101150032	Niger J Clin Pract	Niger J Clin Pract	1119-3077	
30118	Molecular cancer research : MCR	101150042	Mol Cancer Res	Mol Cancer Res	1541-7786	1557-3125
31688	Informatics in primary care	101150138	Inform Prim Care	Inform Prim Care	1476-0320	1475-9985
29851	Journal of enzyme inhibition and medicinal chemistry	101150203	J Enzyme Inhib Med Chem	J Enzyme Inhib Med Chem	1475-6366	1475-6374
33803	Hispanic health care international : the official journal of the National Association of Hispanic Nurses	101150304	Hisp Health Care Int	Hisp Health Care Int	1540-4153	1938-8993
31949	Briefings in functional genomics & proteomics	101150306	Brief Funct Genomic Proteomic	Brief Funct Genomic Proteomic	1473-9550	1477-4062
30312	Applied bioinformatics	101150311	Appl Bioinformatics	Appl Bioinformatics	1175-5636	
31719	Applied health economics and health policy	101150314	Appl Health Econ Health Policy	Appl Health Econ Health Policy	1175-5652	1179-1896
33862	Metabolic syndrome and related disorders	101150318	Metab Syndr Relat Disord	Metab Syndr Relat Disord	1540-4196	1557-8518
29852	Pennsylvania health & you	101150438	Pa Health You	Pa Health You	1539-8684	
29853	Outcomes management	101150637	Outcomes Manag	Outcomes Manag	1535-2765	1538-9820
29861	HIV inside : a newsletter for correctional professionals	101150647	HIV Inside	HIV Inside	1551-9066	
29854	Aquatic insects	101151004	Aquat Insects	Aquat Insects	0165-0424	
29857	Healthcare benchmarks and quality improvement	101151031	Healthcare Benchmarks Qual Improv	Healthcare Benchmarks Qual Improv	1541-1052	
30341	Current drug targets. CNS and neurological disorders	101151150	Curr Drug Targets CNS Neurol Disord	Curr Drug Targets CNS Neurol Disord	1568-007X	2212-5299
43968	Nordic journal of music therapy	101151220	Nord J Music Ther	Nord J Music Ther	0809-8131	1944-8260
31720	Sports biomechanics	101151352	Sports Biomech	Sports Biomech	1476-3141	1752-6116
30415	Current hematology reports	101151358	Curr Hematol Rep	Curr Hematol Rep	1540-3408	1541-0714
30064	Research and practice for persons with severe disabilities : the journal of TASH	101151385	Res Pract Persons Severe Disabl	Res Pract Persons Severe Disabl	1540-7969	2169-2408
30218	Hepatobiliary & pancreatic diseases international : HBPD INT	101151457	Hepatobiliary Pancreat Dis Int	Hepatobiliary Pancreat Dis Int	1499-3872	
31922	Assay and drug development technologies	101151468	Assay Drug Dev Technol	Assay Drug Dev Technol	1540-658X	1557-8127
37767	President's Council on Physical Fitness and Sports research digest	101151729	Pres Counc Phys Fit Sports Res Dig	Pres Counc Phys Fit Sports Res Dig		
42460	Menopausal medicine : for clinicians who provide care for women	101151733	Menopausal Med	Menopausal Med		
29990	Memoirs of the New York Botanical Garden	101151750	Mem N Y Bot Gard	Mem N Y Bot Gard	0077-8931	
40889	Computer vision - ECCV ... : ... European Conference on Computer Vision : proceedings. European Conference on Computer Vision	101151802	Comput Vis ECCV	Comput Vis ECCV		
34835	Image and vision computing	101151810	Image Vis Comput	Image Vis Comput	0262-8856	1872-8138
30018	Annals of clinical microbiology and antimicrobials	101152152	Ann Clin Microbiol Antimicrob	Ann Clin Microbiol Antimicrob		1476-0711
44687	The international journal of cognitive technology : the official journal of the Practical Memory Institute	101152162	Int J Cogn Technol	Int J Cogn Technol	1542-3182	
30020	Clinical and molecular allergy : CMA	101152195	Clin Mol Allergy	Clin Mol Allergy		1476-7961
30021	Dynamic medicine : DM	101152197	Dyn Med	Dyn Med		1476-5918
30022	International journal of health geographics	101152198	Int J Health Geogr	Int J Health Geogr		1476-072X
30023	Journal of immune based therapies and vaccines	101152206	J Immune Based Ther Vaccines	J Immune Based Ther Vaccines		1476-8518
30024	Journal of nanobiotechnology	101152208	J Nanobiotechnology	J Nanobiotechnology		1477-3155
30025	Journal of negative results in biomedicine	101152210	J Negat Results Biomed	J Negat Results Biomed		1477-5751
30026	Medical immunology (London, England)	101152211	Med Immunol	Med Immunol		1476-9433
30027	Nutrition journal	101152213	Nutr J	Nutr J		1475-2891
30015	Annual proceedings. Association for the Advancement of Automotive Medicine	101152228	Annu Proc Assoc Adv Automot Med	Annu Proc Assoc Adv Automot Med	1540-0360	
31746	Integrative and comparative biology	101152341	Integr Comp Biol	Integr Comp Biol	1540-7063	1557-7023
36043	Journal of veterinary emergency and critical care (San Antonio, Tex. : 2001)	101152804	J Vet Emerg Crit Care (San Antonio)	J Vet Emerg Crit Care (San Antonio)	1479-3261	1476-4431
45394	Dermatological nursing : the journal of the British Dermatological Nursing Group	101152865	Dermatol Nurs (Lond)	Dermatol Nurs (Lond)	1477-3368	
31989	IEEE transactions on nanobioscience	101152869	IEEE Trans Nanobioscience	IEEE Trans Nanobioscience	1536-1241	1558-2639
30069	I supplementi di Tumori : official journal of Societa italiana di cancerologia ... [et al.]	101153052	Suppl Tumori	Suppl Tumori	2283-5423	
32533	Magnetic resonance in medical sciences : MRMS : an official journal of Japan Society of Magnetic Resonance in Medicine	101153368	Magn Reson Med Sci	Magn Reson Med Sci	1347-3182	1880-2206
31534	Transactions of the ... Meeting of the American Surgical Association. American Surgical Association. Meeting	101153387	Trans Meet Am Surg Assoc Am Surg Assoc	Trans Meet Am Surg Assoc Am Surg Assoc	0066-0833	
30036	Biomagnetic research and technology	101153608	Biomagn Res Technol	Biomagn Res Technol		1477-044X
30037	Journal of carcinogenesis	101153623	J Carcinog	J Carcinog		1477-3163
30038	Harm reduction journal	101153624	Harm Reduct J	Harm Reduct J		1477-7517
30035	Health and quality of life outcomes	101153626	Health Qual Life Outcomes	Health Qual Life Outcomes		1477-7525
30039	Reproductive biology and endocrinology : RB&E	101153627	Reprod Biol Endocrinol	Reprod Biol Endocrinol		1477-7827
41064	Atmospheric research	101154029	Atmos Res	Atmos Res	0169-8095	
43514	Offender programs report	101154033	Offender Programs Rep	Offender Programs Rep	1093-7439	2334-5713
30070	Anatomical science international	101154140	Anat Sci Int	Anat Sci Int	1447-6959	1447-073X
32151	Treatment guidelines from the Medical Letter	101154157	Treat Guidel Med Lett	Treat Guidel Med Lett	1541-2784	1541-2792
30045	Functional plant biology : FPB	101154361	Funct Plant Biol	Funct Plant Biol	1445-4408	1445-4416
30289	Arthritis research & therapy	101154438	Arthritis Res Ther	Arthritis Res Ther	1478-6354	1478-6362
31900	Revista portuguesa de cirurgia cardio-toracica e vascular : orgao oficial da Sociedade Portuguesa de Cirurgia Cardio-Toracica e Vascular	101154446	Rev Port Cir Cardiotorac Vasc	Rev Port Cir Cardiotorac Vasc	0873-7215	
30417	Organic & biomolecular chemistry	101154995	Org Biomol Chem	Org Biomol Chem	1477-0520	1477-0539
30455	Learning & behavior	101155056	Learn Behav	Learn Behav	1543-4494	1543-4508
30290	Birth defects research. Part A, Clinical and molecular teratology	101155107	Birth Defects Res A Clin Mol Teratol	Birth Defects Res A Clin Mol Teratol	1542-0752	1542-0760
30350	Birth defects research. Part B, Developmental and reproductive toxicology	101155115	Birth Defects Res B Dev Reprod Toxicol	Birth Defects Res B Dev Reprod Toxicol	1542-9733	1542-9741
36004	Cancer research and treatment	101155137	Cancer Res Treat	Cancer Res Treat	1598-2998	2005-9256
30193	International journal of nursing terminologies and classifications : the official journal of NANDA International	101155367	Int J Nurs Terminol Classif	Int J Nurs Terminol Classif	1541-5147	1744-618X
30065	The review of policy research	101155373	Rev Policy Res	Rev Policy Res	1541-132X	
40394	International journal of forensic mental health	101155398	Int J Forensic Ment Health	Int J Forensic Ment Health	1499-9013	1932-9903
48452	Kou qiang yi xue yan jiu = Journal of oral science research	101155446	Kou Qiang Yi Xue Yan Jui	Kou Qiang Yi Xue Yan Jui	1671-7651	
31901	Clinical prostate cancer	101155459	Clin Prostate Cancer	Clin Prostate Cancer	1540-0352	
49539	Brazilian journal of oral sciences	101155470	Braz J Oral Sci	Braz J Oral Sci	1677-3217	1677-3225
30248	Nature materials	101155473	Nat Mater	Nat Mater	1476-1122	
30416	Expert review of vaccines	101155475	Expert Rev Vaccines	Expert Rev Vaccines	1476-0584	1744-8395
37315	Cardiopulmonary physical therapy journal	101155626	Cardiopulm Phys Ther J	Cardiopulm Phys Ther J	1541-7891	2374-8907
30194	Ophthalmic surgery, lasers & imaging : the official journal of the International Society for Imaging in the Eye	101155780	Ophthalmic Surg Lasers Imaging	Ophthalmic Surg Lasers Imaging	1542-8877	1938-2375
30201	Disaster management & response : DMR : an official publication of the Emergency Nurses Association	101155781	Disaster Manag Response	Disaster Manag Response	1540-2487	1540-2495
31902	Annals of hepatology	101155885	Ann Hepatol	Ann Hepatol	1665-2681	
40284	Individual differences research : IDR	101156059	Individ Differ Res	Individ Differ Res	1541-745X	
32850	The ocular surface	101156063	Ocul Surf	Ocul Surf	1542-0124	1937-5913
32016	The American heart hospital journal	101156064	Am Heart Hosp J	Am Heart Hosp J	1541-9215	1751-7168
42308	Nurse leader	101156072	Nurse Lead	Nurse Lead	1541-4612	1541-4620
39637	Focus (American Psychiatric Publishing)	101156081	Focus (Am Psychiatr Publ)	Focus (Am Psychiatr Publ)	1541-4094	1541-4108
31837	Biosecurity and bioterrorism : biodefense strategy, practice, and science	101156085	Biosecur Bioterror	Biosecur Bioterror	1538-7135	1557-850X
32571	Neurocritical care	101156086	Neurocrit Care	Neurocrit Care	1541-6933	1556-0961
38292	Health sociology review : the journal of the Health Section of the Australian Sociological Association	101156268	Health Sociol Rev	Health Sociol Rev	1446-1242	
30066	Zhi wu sheng li yu fen zi sheng wu xue xue bao = Journal of plant physiology and molecular biology	101156321	Zhi Wu Sheng Li Yu Fen Zi Sheng Wu Xue Xue Bao	Zhi Wu Sheng Li Yu Fen Zi Sheng Wu Xue Xue Bao	1671-3877	
31893	Medical ethics (Burlington, Mass.)	101156351	Med Ethics (Burlingt Mass)	Med Ethics (Burlingt Mass)	1543-4672	
30080	Journal of integrative neuroscience	101156357	J Integr Neurosci	J Integr Neurosci	0219-6352	
41460	Food protection trends	101156917	Food Prot Trends	Food Prot Trends	1541-9576	
31844	Current HIV research	101156990	Curr HIV Res	Curr HIV Res	1570-162X	1873-4251
32892	Indian pacing and electrophysiology journal	101157207	Indian Pacing Electrophysiol J	Indian Pacing Electrophysiol J		0972-6292
31982	Current vascular pharmacology	101157208	Curr Vasc Pharmacol	Curr Vasc Pharmacol	1570-1611	1875-6212
32697	Current drug discovery technologies	101157212	Curr Drug Discov Technol	Curr Drug Discov Technol	1570-1638	1875-6220
31983	Current medicinal chemistry. Cardiovascular and hematological agents	101157213	Curr Med Chem Cardiovasc Hematol Agents	Curr Med Chem Cardiovasc Hematol Agents	1568-0169	
33799	Current neuropharmacology	101157239	Curr Neuropharmacol	Curr Neuropharmacol	1570-159X	1875-6190
35611	Proceedings and papers of the ... Annual Conference of the Mosquito and Vector Control Association of California. Mosquito and Vector Control Association of California. Conference	101157243	Proc Pap Annu Conf Mosq Vector Control Assoc Calif	Proc Pap Annu Conf Mosq Vector Control Assoc Calif	1554-4974	
40340	Journal of social work (London, England)	101157298	J Soc Work (Lond)	J Soc Work (Lond)	1468-0173	1741-296X
30071	Autonomic & autacoid pharmacology	101157306	Auton Autacoid Pharmacol	Auton Autacoid Pharmacol	1474-8665	1474-8673
30418	Report on carcinogens : carcinogen profiles	101157309	Rep Carcinog	Rep Carcinog	1551-8272	1551-8280
30367	Computational biology and chemistry	101157394	Comput Biol Chem	Comput Biol Chem	1476-9271	1476-928X
30073	The journal of physical chemistry. B	101157530	J Phys Chem B	J Phys Chem B	1520-6106	1520-5207
34237	Current protocols in bioinformatics	101157830	Curr Protoc Bioinformatics	Curr Protoc Bioinformatics	1934-3396	1934-340X
34184	Llafur : journal of Welsh labour history = cylchgrawn hanes llafur Cymru	101158067	Llafur	Llafur	0306-0837	
34031	Etudes francaises (Montreal, Quebec)	101158083	Etud Fr	Etud Fr	0014-2085	1492-1405
32214	International braz j urol : official journal of the Brazilian Society of Urology	101158091	Int Braz J Urol	Int Braz J Urol	1677-5538	1677-6119
39600	The Internet journal of mental health	101158199	Internet J Ment Health	Internet J Ment Health		1531-2941
37751	The Internet journal of pediatrics and neonatology	101158224	Internet J Pediatr Neonatol	Internet J Pediatr Neonatol		1528-8374
33507	Interactive cardiovascular and thoracic surgery	101158399	Interact Cardiovasc Thorac Surg	Interact Cardiovasc Thorac Surg	1569-9293	1569-9285
36109	Journal of special operations medicine : a peer reviewed journal for SOF medical professionals	101158402	J Spec Oper Med	J Spec Oper Med	1553-9768	
40108	American journal of recreation therapy	101159118	Am J Recreat Ther	Am J Recreat Ther	1539-4131	
30202	Journal of women's health (2002)	101159262	J Womens Health (Larchmt)	J Womens Health (Larchmt)	1540-9996	1931-843X
30102	Biology and fertility of soils	101159382	Biol Fertil Soils	Biol Fertil Soils	0178-2762	1432-0789
30144	Nephron. Clinical practice	101159763	Nephron Clin Pract	Nephron Clin Pract	1660-8151	1660-2110
30143	Nephron. Experimental nephrology	101159770	Nephron Exp Nephrol	Nephron Exp Nephrol	1660-8151	1660-2129
30142	Nephron. Physiology	101159772	Nephron Physiol	Nephron Physiol	1660-8151	1660-2137
32909	Journal of modern applied statistical methods : JMASM	101159790	J Mod Appl Stat Methods	J Mod Appl Stat Methods	1538-9472	
30109	Ehealth international	101159947	eHealth Int	eHealth Int		1476-3591
30108	Cardiovascular ultrasound	101159952	Cardiovasc Ultrasound	Cardiovasc Ultrasound		1476-7120
39759	International journal of nanoscience	101160013	Int J Nanosci	Int J Nanosci	0219-581X	1793-5350
31685	Current drug targets. Inflammation and allergy	101160019	Curr Drug Targets Inflamm Allergy	Curr Drug Targets Inflamm Allergy	1568-010X	
30387	Journal of drugs in dermatology : JDD	101160020	J Drugs Dermatol	J Drugs Dermatol	1545-9616	
31783	NIH consensus and state-of-the-science statements	101160100	NIH Consens State Sci Statements	NIH Consens State Sci Statements	1553-0957	1553-0779
39494	Contexts (Berkeley, Calif.)	101160225	Contexts (Berkeley Calif)	Contexts (Berkeley Calif)	1536-5042	
30112	Wood science and technology	101160382	Wood Sci Technol	Wood Sci Technol	0043-7719	1432-5225
30130	Drugs of today (Barcelona, Spain : 1998)	101160518	Drugs Today (Barc)	Drugs Today (Barc)	1699-3993	1699-4019
31741	Reproductive biology	101160559	Reprod Biol	Reprod Biol	1642-431X	2300-732X
40614	SMPTE motion imaging journal	101160560	SMPTE Motion Imaging J	SMPTE Motion Imaging J	1545-0279	2160-2492
31839	Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association	101160775	Clin Gastroenterol Hepatol	Clin Gastroenterol Hepatol	1542-3565	1542-7714
30291	Liver international : official journal of the International Association for the Study of the Liver	101160857	Liver Int	Liver Int	1478-3223	1478-3231
30119	Meat science	101160862	Meat Sci	Meat Sci	0309-1740	1873-4138
30318	Eye & contact lens	101160941	Eye Contact Lens	Eye Contact Lens	1542-2321	1542-233X
30481	Bioprocessing	101161018	Bioprocessing	Bioprocessing	1538-8786	
30179	Tracking report	101161177	Track Rep	Track Rep		1553-0787
30171	Issue brief (Grantmakers in Health)	101161182	Issue Brief (Grantmakers Health)	Issue Brief (Grantmakers Health)		1559-5609
37632	Academic journal of Xian Jiaotong University : AJXJTU = Xi'an jiao tong da xue xue bao (Yi wen ban)	101161846	Acad J Xian Jiaotong Univ	Acad J Xian Jiaotong Univ	1671-8267	
32508	Journal of the National Comprehensive Cancer Network : JNCCN	101162515	J Natl Compr Canc Netw	J Natl Compr Canc Netw	1540-1405	1540-1413
30279	Anales de pediatria (Barcelona, Spain : 2003)	101162596	An Pediatr (Barc)	An Pediatr (Barc)	1695-4033	1695-9531
30477	Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition	101162609	Sichuan Da Xue Xue Bao Yi Xue Ban	Sichuan Da Xue Xue Bao Yi Xue Ban	1672-173X	
31692	Toxicological reviews	101162874	Toxicol Rev	Toxicol Rev	1176-2551	
30478	Expert opinion on drug safety	101163027	Expert Opin Drug Saf	Expert Opin Drug Saf	1474-0338	1744-764X
47922	The Howard journal of communications	101163078	Howard J Commun	Howard J Commun	1064-6175	1096-4649
39760	Journal of pelvic medicine & surgery	101163201	J Pelvic Med Surg	J Pelvic Med Surg	1542-5983	1542-5991
33513	Journal of veterinary cardiology : the official journal of the European Society of Veterinary Cardiology	101163270	J Vet Cardiol	J Vet Cardiol	1760-2734	1875-0834
39096	Theoretical issues in ergonomics science	101163424	Theor Issues Ergon Sci	Theor Issues Ergon Sci	1463-922X	1464-536X
32169	Lymphatic research and biology	101163587	Lymphat Res Biol	Lymphat Res Biol	1539-6851	1557-8585
34724	Journal of chiropractic medicine	101163637	J Chiropr Med	J Chiropr Med	1556-3707	1556-3715
32881	Nonlinearity in biology, toxicology, medicine	101163638	Nonlinearity Biol Toxicol Med	Nonlinearity Biol Toxicol Med	1540-1421	1540-143X
32267	Houston journal of health law & policy	101164028	Houst J Health Law Policy	Houst J Health Law Policy	1534-7907	
40040	Practical pain management	101164574	Pract Pain Manag	Pract Pain Manag	1541-5988	
41004	Women's health & urban life : an international and interdisciplinary journal	101164576	Womens Health Urban Life	Womens Health Urban Life	1499-0369	
32335	Journal der Deutschen Dermatologischen Gesellschaft = Journal of the German Society of Dermatology : JDDG	101164708	J Dtsch Dermatol Ges	J Dtsch Dermatol Ges	1610-0379	1610-0387
32122	Drug metabolism and pharmacokinetics	101164773	Drug Metab Pharmacokinet	Drug Metab Pharmacokinet	1347-4367	1880-0920
30250	Defence science journal	101165239	Def Sci J	Def Sci J	0011-748X	
30251	Ursus (International Association for Bear Research and Management)	101165240	Ursus	Ursus	1537-6176	
30252	Advanced robotics : the international journal of the Robotics Society of Japan	101165242	Adv Robot	Adv Robot	0169-1864	
30253	Annual review of fluid mechanics	101165244	Annu Rev Fluid Mech	Annu Rev Fluid Mech	0066-4189	1545-4479
30254	Journal of physics. Condensed matter : an Institute of Physics journal	101165248	J Phys Condens Matter	J Phys Condens Matter	0953-8984	1361-648X
30255	Journal of Southeast Asian earth sciences	101165249	J Southeast Asian Earth Sci	J Southeast Asian Earth Sci	0743-9547	1879-1832
30256	Ukrains'kyi botanichnyi zhurnal. Ukrainian botanical review. Ukrains'ke botanichne tovarystvo	101165250	Ukr Bot Z Ukr Bot Tovarystvo	Ukr Bot Z Ukr Bot Tovarystvo		
36472	Point of care	101165285	Point Care	Point Care	1533-029X	1533-0303
33502	Critical pathways in cardiology	101165286	Crit Pathw Cardiol	Crit Pathw Cardiol	1535-282X	1535-2811
30258	Studies in surface science and catalysis	101165317	Stud Surf Sci Catal	Stud Surf Sci Catal	0167-2991	
48033	Biopharm international	101165754	Biopharm Int	Biopharm Int	1542-166X	1939-1862
32129	Economics and human biology	101166135	Econ Hum Biol	Econ Hum Biol	1570-677X	1873-6130
30419	Timely topics in medicine. Cardiovascular diseases	101166310	Timely Top Med Cardiovasc Dis	Timely Top Med Cardiovasc Dis		1579-0789
30224	Joint Commission journal on quality and safety	101166696	Jt Comm J Qual Saf	Jt Comm J Qual Saf	1549-3741	1549-425X
30323	Journal of pharmacological sciences	101167001	J Pharmacol Sci	J Pharmacol Sci	1347-8613	1347-8648
30334	Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology	101167278	Cogn Behav Neurol	Cogn Behav Neurol	1543-3633	1543-3641
30259	Gene expression patterns : GEP	101167473	Gene Expr Patterns	Gene Expr Patterns	1567-133X	1872-7298
36293	Audiological medicine	101167510	Audiol Med	Audiol Med	1651-386X	1651-3835
30280	EHP toxicogenomics : journal of the National Institute of Environmental Health Sciences	101167559	EHP Toxicogenomics	EHP Toxicogenomics	1542-4359	1542-4367
32517	Research in sports medicine (Print)	101167637	Res Sports Med	Res Sports Med	1543-8627	1543-8635
32465	Clinical advances in hematology & oncology : H&O	101167661	Clin Adv Hematol Oncol	Clin Adv Hematol Oncol	1543-0790	
